Date,Location,Gross Sales,Payment Net Sales,Discounts,Gross Profit,Transactions,Units,Refund Net Sales,Refund Transactions,Net Sales After Refunds,Discount Rate,Average Payment Net Basket,Period
2024-01-10,Store 02 - Dallas,1442.5,1373.45,-69.05,761.5,13,33,0.0,0.0,1373.45,0.04786828422876949,105.65,comparison
2024-01-10,Store 03 - Houston,271.0,265.3,-5.7,155.7,7,8,0.0,0.0,265.3,0.02103321033210332,37.9,comparison
2024-01-10,Store 04 - San Antonio,1359.5,1289.15,-70.35000000000001,703.85,14,32,0.0,0.0,1289.15,0.05174696579624863,92.08214285714287,comparison
2024-01-10,Store 05 - Phoenix,1592.0,1521.5,-70.5,845.71,19,36,0.0,0.0,1521.5,0.04428391959798995,80.07894736842105,comparison
2024-01-10,Store 06 - Denver,781.5,708.3,-73.2,378.03999999999996,10,18,0.0,0.0,708.3,0.09366602687140116,70.83,comparison
2024-01-10,Store 07 - Seattle,943.5,884.3,-59.2,526.66,12,29,0.0,0.0,884.3,0.06274509803921569,73.69166666666666,comparison
2024-01-10,Store 08 - Portland,676.5,613.83,-62.67,321.14,5,14,0.0,0.0,613.83,0.09263858093126386,122.766,comparison
2024-01-10,Store 09 - Chicago,3560.5,3405.6,-154.9,1940.67,41,81,0.0,0.0,3405.6,0.04350512568459486,83.06341463414634,comparison
2024-01-10,Store 10 - Detroit,1876.0,1776.18,-99.82,966.13,20,42,-79.0,1.0,1697.18,0.0532089552238806,88.809,comparison
2024-01-10,Store 11 - Columbus,1896.5,1810.6,-85.9,939.83,15,34,0.0,0.0,1810.6,0.04529396256261535,120.70666666666666,comparison
2024-01-10,Store 12 - Atlanta,825.0,788.2,-36.8,449.09000000000003,10,20,0.0,0.0,788.2,0.0446060606060606,78.82000000000001,comparison
2024-01-10,Store 13 - Miami,1120.0,1034.35,-85.65,567.01,13,30,0.0,0.0,1034.35,0.0764732142857143,79.5653846153846,comparison
2024-01-10,Store 14 - Orlando,765.5,740.95,-24.55,408.47,8,18,-15.0,1.0,725.95,0.03207054212932724,92.61875,comparison
2024-01-10,Store 15 - Tampa,1534.5,1414.85,-119.65,750.8,19,34,-26.0,1.0,1388.85,0.07797328119908765,74.46578947368421,comparison
2024-01-10,Store 16 - Charlotte,819.0,784.1,-34.900000000000006,440.09,12,20,0.0,0.0,784.1,0.04261294261294262,65.34166666666667,comparison
2024-01-10,Store 17 - Nashville,1857.0,1721.2,-135.8,888.48,16,33,-45.0,1.0,1676.2,0.07312870220786215,107.575,comparison
2024-01-10,Store 18 - Memphis,2453.0,2317.45,-135.55,1324.03,32,61,0.0,0.0,2317.45,0.05525886669384428,72.4203125,comparison
2024-01-10,Store 19 - Boston,719.0,678.6,-40.400000000000006,388.5,7,14,0.0,0.0,678.6,0.05618915159944368,96.94285714285715,comparison
2024-01-10,Store 20 - New York,1718.0,1655.4,-62.599999999999994,931.92,18,40,-68.0,1.0,1587.4,0.03643771827706635,91.96666666666667,comparison
2024-01-10,Store 21 - Brooklyn,769.5,734.9,-34.6,413.19,9,19,-76.0,2.0,658.9,0.04496426250812216,81.65555555555555,comparison
2024-01-10,Store 22 - Philadelphia,1006.0,980.51,-25.49,589.04,13,26,0.0,0.0,980.51,0.02533797216699801,75.42384615384616,comparison
2024-01-10,Store 23 - Baltimore,562.0,534.4,-27.6,303.19,9,16,0.0,0.0,534.4,0.049110320284697515,59.37777777777777,comparison
2024-01-10,Store 24 - Las Vegas,888.0,863.8000000000001,-24.200000000000003,491.45000000000005,9,21,0.0,0.0,863.8000000000001,0.027252252252252255,95.97777777777779,comparison
2024-01-10,Store 25 - San Diego,1532.0,1468.85,-63.15,810.0799999999999,15,33,0.0,0.0,1468.85,0.04122062663185379,97.92333333333333,comparison
2024-01-10,Store 26 - Los Angeles,3390.0,3224.4,-165.6,1713.47,38,72,0.0,0.0,3224.4,0.048849557522123895,84.85263157894737,comparison
2024-01-10,Store 27 - San Jose,1115.0,1066.2,-48.800000000000004,616.17,16,25,0.0,0.0,1066.2,0.04376681614349776,66.6375,comparison
2024-01-10,Store 28 - Sacramento,3354.5,3283.73,-70.77,1863.44,33,82,0.0,0.0,3283.73,0.021097033835146817,99.50696969696969,comparison
2024-01-10,Store 29 - Minneapolis,3359.0,3192.1,-166.9,1722.66,36,74,0.0,0.0,3192.1,0.04968740696635904,88.66944444444444,comparison
2024-01-10,Store 30 - Kansas City,1273.0,1189.62,-83.38,644.0,20,31,0.0,0.0,1189.62,0.06549882168106834,59.480999999999995,comparison
2024-01-11,Store 01 - Austin,1429.5,1320.55,-108.95,700.45,14,29,0.0,0.0,1320.55,0.07621545995103184,94.325,comparison
2024-01-11,Store 02 - Dallas,1017.5,1008.95,-8.55,600.54,14,25,0.0,0.0,1008.95,0.008402948402948404,72.06785714285715,comparison
2024-01-11,Store 03 - Houston,1138.5,1063.4,-75.1,578.29,9,25,0.0,0.0,1063.4,0.06596398770311813,118.15555555555557,comparison
2024-01-11,Store 04 - San Antonio,935.0,889.6,-45.4,504.07,12,20,0.0,0.0,889.6,0.04855614973262032,74.13333333333334,comparison
2024-01-11,Store 05 - Phoenix,3039.0,2914.88,-124.12,1543.19,31,65,-129.0,1.0,2785.88,0.040842382362619285,94.0283870967742,comparison
2024-01-11,Store 06 - Denver,1218.0,1144.05,-73.95,658.6,11,31,0.0,0.0,1144.05,0.060714285714285714,104.00454545454545,comparison
2024-01-11,Store 07 - Seattle,607.0,578.56,-28.439999999999998,321.23,7,16,0.0,0.0,578.56,0.046853377265238874,82.65142857142857,comparison
2024-01-11,Store 08 - Portland,1163.0,1130.6,-32.400000000000006,664.62,13,28,0.0,0.0,1130.6,0.02785898538263113,86.96923076923076,comparison
2024-01-11,Store 09 - Chicago,3923.0,3721.33,-201.67,2054.07,36,88,0.0,0.0,3721.33,0.051407086413459084,103.37027777777777,comparison
2024-01-11,Store 10 - Detroit,830.5,806.7,-23.8,476.65,15,28,0.0,0.0,806.7,0.028657435279951838,53.78,comparison
2024-01-11,Store 11 - Columbus,1520.5,1457.75,-62.75,802.3199999999999,15,35,-65.0,1.0,1392.75,0.0412693193028609,97.18333333333334,comparison
2024-01-11,Store 12 - Atlanta,607.5,593.48,-14.02,311.40999999999997,4,11,0.0,0.0,593.48,0.02307818930041152,148.37,comparison
2024-01-11,Store 13 - Miami,1199.0,1149.9,-49.1,665.6899999999999,16,33,0.0,0.0,1149.9,0.040950792326939114,71.86875,comparison
2024-01-11,Store 14 - Orlando,1094.0,1062.33,-31.669999999999998,610.06,13,28,0.0,0.0,1062.33,0.028948811700182812,81.7176923076923,comparison
2024-01-11,Store 15 - Tampa,1280.5,1220.5,-60.0,702.81,16,33,0.0,0.0,1220.5,0.0468566966028895,76.28125,comparison
2024-01-11,Store 16 - Charlotte,2036.0,1863.85,-172.15,988.42,21,51,0.0,0.0,1863.85,0.08455304518664047,88.7547619047619,comparison
2024-01-11,Store 17 - Nashville,1344.5,1282.4,-62.1,728.91,19,35,0.0,0.0,1282.4,0.04618817404239494,67.49473684210527,comparison
2024-01-11,Store 18 - Memphis,3233.5,2994.27,-239.23,1563.3,32,72,0.0,0.0,2994.27,0.07398484614195144,93.5709375,comparison
2024-01-11,Store 19 - Boston,373.0,360.9,-12.1,199.89,5,9,0.0,0.0,360.9,0.0324396782841823,72.17999999999999,comparison
2024-01-11,Store 20 - New York,1560.0,1454.5,-105.5,784.0,17,36,-59.0,1.0,1395.5,0.06762820512820512,85.55882352941177,comparison
2024-01-11,Store 21 - Brooklyn,528.0,479.7,-48.3,259.73,11,13,0.0,0.0,479.7,0.09147727272727273,43.60909090909091,comparison
2024-01-11,Store 22 - Philadelphia,1536.5,1411.0,-125.5,771.47,20,41,0.0,0.0,1411.0,0.08167914090465343,70.55,comparison
2024-01-11,Store 23 - Baltimore,742.5,730.1,-12.399999999999999,406.14,8,18,0.0,0.0,730.1,0.016700336700336698,91.2625,comparison
2024-01-11,Store 24 - Las Vegas,1125.5,1067.15,-58.35,553.39,12,21,-42.0,1.0,1025.15,0.051843625055530876,88.92916666666667,comparison
2024-01-11,Store 25 - San Diego,716.0,701.85,-14.15,399.21,10,15,0.0,0.0,701.85,0.019762569832402235,70.185,comparison
2024-01-11,Store 26 - Los Angeles,3032.5,2904.9,-127.60000000000001,1641.23,42,78,0.0,0.0,2904.9,0.04207749381698269,69.16428571428571,comparison
2024-01-11,Store 27 - San Jose,1302.0,1256.55,-45.45,656.14,11,25,0.0,0.0,1256.55,0.03490783410138249,114.23181818181818,comparison
2024-01-11,Store 28 - Sacramento,2320.0,2225.25,-94.75,1259.29,29,56,0.0,0.0,2225.25,0.04084051724137931,76.73275862068965,comparison
2024-01-11,Store 29 - Minneapolis,2148.5,2074.83,-73.67,1200.95,29,55,-119.0,2.0,1955.83,0.03428903886432395,71.54586206896552,comparison
2024-01-11,Store 30 - Kansas City,2613.5,2446.25,-167.25,1361.6599999999999,24,61,-18.0,1.0,2428.25,0.06399464319877558,101.92708333333333,comparison
2024-01-12,Store 01 - Austin,367.5,346.95,-20.549999999999997,203.82,8,13,0.0,0.0,346.95,0.055918367346938766,43.36875,comparison
2024-01-12,Store 02 - Dallas,2665.0,2560.2400000000002,-104.76,1396.57,22,60,0.0,0.0,2560.2400000000002,0.03930956848030019,116.37454545454547,comparison
2024-01-12,Store 03 - Houston,1452.0,1338.55,-113.45,702.68,17,30,0.0,0.0,1338.55,0.078133608815427,78.73823529411764,comparison
2024-01-12,Store 04 - San Antonio,2122.5,2017.6,-104.9,1117.03,24,48,-26.0,1.0,1991.6,0.04942285041224971,84.06666666666666,comparison
2024-01-12,Store 05 - Phoenix,3514.0,3301.28,-212.72,1846.48,52,93,0.0,0.0,3301.28,0.06053500284575982,63.48615384615385,comparison
2024-01-12,Store 06 - Denver,1598.5,1490.15,-108.35000000000001,794.2099999999999,17,37,-84.5,2.0,1405.65,0.06778229590240852,87.65588235294118,comparison
2024-01-12,Store 07 - Seattle,708.5,703.45,-5.05,409.06,10,19,0.0,0.0,703.45,0.00712773465067043,70.345,comparison
2024-01-12,Store 08 - Portland,866.5,849.85,-16.65,441.27,8,13,0.0,0.0,849.85,0.019215233698788227,106.23125,comparison
2024-01-12,Store 09 - Chicago,3224.5,3096.7000000000003,-127.8,1806.29,38,88,0.0,0.0,3096.7000000000003,0.039634051790975344,81.4921052631579,comparison
2024-01-12,Store 10 - Detroit,2823.0,2723.9,-99.1,1475.27,27,64,0.0,0.0,2723.9,0.0351044987601842,100.8851851851852,comparison
2024-01-12,Store 11 - Columbus,1118.0,1088.3,-29.7,612.17,18,29,0.0,0.0,1088.3,0.02656529516994633,60.46111111111111,comparison
2024-01-12,Store 12 - Atlanta,1831.5,1718.38,-113.12,911.34,17,42,0.0,0.0,1718.38,0.061763581763581765,101.08117647058825,comparison
2024-01-12,Store 13 - Miami,1543.0,1500.9,-42.1,855.26,19,41,0.0,0.0,1500.9,0.02728451069345431,78.99473684210527,comparison
2024-01-12,Store 14 - Orlando,896.0,854.1,-41.9,486.07,9,24,0.0,0.0,854.1,0.04676339285714286,94.9,comparison
2024-01-12,Store 15 - Tampa,2927.0,2803.3,-123.7,1583.51,33,64,-30.0,1.0,2773.3,0.042261701400751625,84.94848484848485,comparison
2024-01-12,Store 16 - Charlotte,1204.0,1156.9,-47.1,713.22,21,37,-49.0,1.0,1107.9,0.03911960132890366,55.090476190476195,comparison
2024-01-12,Store 17 - Nashville,1640.5,1554.13,-86.37,864.1,23,42,0.0,0.0,1554.13,0.05264858274916184,67.5708695652174,comparison
2024-01-12,Store 18 - Memphis,3766.0,3660.83,-105.17,2048.95,43,86,0.0,0.0,3660.83,0.027926181625066385,85.13558139534884,comparison
2024-01-12,Store 19 - Boston,1351.0,1266.1,-84.9,649.4399999999999,14,22,-19.5,1.0,1246.6,0.06284233900814212,90.43571428571428,comparison
2024-01-12,Store 20 - New York,1861.0,1762.05,-98.95,945.27,21,37,0.0,0.0,1762.05,0.0531703385276733,83.90714285714286,comparison
2024-01-12,Store 21 - Brooklyn,1433.0,1381.08,-51.92,751.96,13,28,0.0,0.0,1381.08,0.03623168178646197,106.23692307692308,comparison
2024-01-12,Store 22 - Philadelphia,1476.0,1395.58,-80.42,773.34,21,36,0.0,0.0,1395.58,0.05448509485094851,66.45619047619047,comparison
2024-01-12,Store 23 - Baltimore,905.0,860.1,-44.900000000000006,466.6,11,20,-50.0,2.0,810.1,0.04961325966850829,78.19090909090909,comparison
2024-01-12,Store 24 - Las Vegas,1044.0,986.05,-57.949999999999996,507.95,11,22,0.0,0.0,986.05,0.055507662835249036,89.64090909090909,comparison
2024-01-12,Store 25 - San Diego,698.0,675.65,-22.35,361.98,6,12,0.0,0.0,675.65,0.03202005730659026,112.60833333333333,comparison
2024-01-12,Store 26 - Los Angeles,1880.5,1818.06,-62.44,1010.63,31,46,-21.0,1.0,1797.06,0.033203935123637326,58.64709677419355,comparison
2024-01-12,Store 27 - San Jose,2155.5,2014.35,-141.15,1077.62,24,48,0.0,0.0,2014.35,0.06548364648573417,83.93124999999999,comparison
2024-01-12,Store 28 - Sacramento,2771.0,2644.55,-126.45,1510.99,37,73,-40.0,1.0,2604.55,0.04563334536268495,71.47432432432433,comparison
2024-01-12,Store 29 - Minneapolis,2988.0,2874.75,-113.25,1610.72,41,75,0.0,0.0,2874.75,0.03790160642570281,70.11585365853658,comparison
2024-01-12,Store 30 - Kansas City,1710.0,1642.07,-67.93,939.87,25,46,-45.0,1.0,1597.07,0.03972514619883041,65.6828,comparison
2024-01-13,Store 01 - Austin,1468.5,1425.75,-42.75,787.04,14,32,0.0,0.0,1425.75,0.029111338100102146,101.83928571428571,comparison
2024-01-13,Store 02 - Dallas,2319.0,2160.7,-158.3,1204.61,24,51,-34.0,1.0,2126.7,0.06826218197498922,90.02916666666665,comparison
2024-01-13,Store 03 - Houston,916.5,885.05,-31.45,488.42,14,24,0.0,0.0,885.05,0.03431533006001091,63.21785714285714,comparison
2024-01-13,Store 04 - San Antonio,2762.0,2576.08,-185.92000000000002,1365.63,28,64,0.0,0.0,2576.08,0.06731354091238234,92.00285714285714,comparison
2024-01-13,Store 05 - Phoenix,3973.5,3862.23,-111.27,2176.0299999999997,54,100,-32.0,1.0,3830.23,0.028003020007550016,71.52277777777778,comparison
2024-01-13,Store 06 - Denver,1270.5,1196.5,-74.0,710.99,17,39,0.0,0.0,1196.5,0.05824478551751279,70.38235294117646,comparison
2024-01-13,Store 07 - Seattle,1467.5,1405.75,-61.75,793.49,16,35,-42.0,1.0,1363.75,0.042078364565587736,87.859375,comparison
2024-01-13,Store 08 - Portland,1161.0,1087.6299999999999,-73.37,617.31,17,32,0.0,0.0,1087.6299999999999,0.06319552110249785,63.97823529411764,comparison
2024-01-13,Store 09 - Chicago,4149.5,3960.4,-189.1,2289.73,49,104,0.0,0.0,3960.4,0.04557175563320882,80.82448979591837,comparison
2024-01-13,Store 10 - Detroit,2499.0,2410.15,-88.85000000000001,1387.6,23,58,-129.0,1.0,2281.15,0.035554221688675475,104.7891304347826,comparison
2024-01-13,Store 11 - Columbus,1810.5,1763.7,-46.8,981.54,21,41,0.0,0.0,1763.7,0.02584921292460646,83.9857142857143,comparison
2024-01-13,Store 12 - Atlanta,1598.0,1538.5,-59.5,825.9399999999999,15,35,0.0,0.0,1538.5,0.03723404255319149,102.56666666666666,comparison
2024-01-13,Store 13 - Miami,2027.0,1892.35,-134.65,1032.24,23,48,0.0,0.0,1892.35,0.06642821904292058,82.27608695652174,comparison
2024-01-13,Store 14 - Orlando,1274.0,1244.5,-29.5,653.09,13,22,0.0,0.0,1244.5,0.02315541601255887,95.73076923076923,comparison
2024-01-13,Store 15 - Tampa,1251.5,1224.25,-27.25,713.64,20,33,0.0,0.0,1224.25,0.021773871354374752,61.2125,comparison
2024-01-13,Store 16 - Charlotte,1887.0,1785.5,-101.5,978.23,21,44,0.0,0.0,1785.5,0.05378908320084791,85.02380952380952,comparison
2024-01-13,Store 17 - Nashville,1817.5,1724.3,-93.2,1013.92,26,58,0.0,0.0,1724.3,0.05127922971114168,66.31923076923077,comparison
2024-01-13,Store 18 - Memphis,4677.5,4390.05,-287.45,2389.19,55,111,-138.0,2.0,4252.05,0.06145376803848209,79.81909090909092,comparison
2024-01-13,Store 19 - Boston,531.5,505.86,-25.64,289.03,9,17,0.0,0.0,505.86,0.04824082784571966,56.20666666666667,comparison
2024-01-13,Store 20 - New York,1834.5,1751.16,-83.34,972.06,27,42,0.0,0.0,1751.16,0.04542927228127555,64.85777777777778,comparison
2024-01-13,Store 21 - Brooklyn,1471.0,1398.5,-72.5,799.21,18,37,-59.0,1.0,1339.5,0.049286199864038066,77.69444444444444,comparison
2024-01-13,Store 22 - Philadelphia,1627.0,1498.0,-129.0,841.42,20,44,0.0,0.0,1498.0,0.07928703134603565,74.9,comparison
2024-01-13,Store 23 - Baltimore,2206.5,2159.7,-46.8,1196.08,17,44,-26.0,1.0,2133.7,0.021210061182868795,127.04117647058823,comparison
2024-01-13,Store 24 - Las Vegas,2424.0,2334.7,-89.3,1328.47,23,52,-30.0,1.0,2304.7,0.03683993399339934,101.5086956521739,comparison
2024-01-13,Store 25 - San Diego,1383.0,1312.15,-70.85,739.78,14,35,0.0,0.0,1312.15,0.0512292118582791,93.72500000000001,comparison
2024-01-13,Store 26 - Los Angeles,3510.5,3319.06,-191.44,1899.55,48,93,-89.0,1.0,3230.06,0.0545335422304515,69.14708333333333,comparison
2024-01-13,Store 27 - San Jose,2709.5,2587.85,-121.65,1456.83,29,59,0.0,0.0,2587.85,0.04489758257981177,89.23620689655172,comparison
2024-01-13,Store 28 - Sacramento,4791.5,4583.59,-207.91,2569.74,53,116,-42.0,1.0,4541.59,0.04339142231034123,86.48283018867924,comparison
2024-01-13,Store 29 - Minneapolis,4056.5,3897.63,-158.87,2231.07,45,98,-24.0,1.0,3873.63,0.03916430420313078,86.614,comparison
2024-01-13,Store 30 - Kansas City,1893.5,1786.9,-106.60000000000001,975.77,24,40,0.0,0.0,1786.9,0.05629786110377608,74.45416666666667,comparison
