Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
ES-2013-AR1051064-41441,2013-06-16,2013-06-20,Standard Class,AR-1051064,Consumer,Italy,Southern Europe,FUR-BO-3639,2546.46,7,0.0,381.78,256.7,High
ES-2015-CM12235139-42221,2015-08-05,2015-08-09,Standard Class,CM-12235139,Consumer,United Kingdom,Northern Europe,TEC-PH-3800,1237.44,8,0.0,74.16,255.92,High
ES-2013-NM18520120-41634,2013-12-26,2013-12-28,Second Class,NM-18520120,Consumer,Spain,Southern Europe,OFF-SU-3001,600.6,13,0.0,131.82,255.57,Critical
ES-2014-EG1390045-41644,2014-01-05,2014-01-10,Standard Class,EG-1390045,Consumer,France,Western Europe,FUR-BO-5760,2756.94,7,0.1,1163.88,255.56,Medium
ES-2013-CA12265139-41506,2013-08-20,2013-08-24,Standard Class,CA-12265139,Consumer,United Kingdom,Northern Europe,FUR-CH-4531,3315.27,7,0.0,961.38,254.92,High
ES-2013-DB1297045-41458,2013-07-03,2013-07-07,Standard Class,DB-1297045,Corporate,France,Western Europe,TEC-MA-5546,2123.03,8,0.15,124.79,254.54,High
ES-2015-PC1900048-42337,2015-11-29,2015-12-04,Standard Class,PC-1900048,Home Office,Germany,Western Europe,TEC-CO-6011,2478.84,7,0.0,272.58,254.47,Medium
ES-2015-NF1847548-42248,2015-09-01,2015-09-01,Same Day,NF-1847548,Home Office,Germany,Western Europe,TEC-CO-4574,1350.09,7,0.0,256.41,253.73,Critical
ES-2014-EB13930139-41962,2014-11-19,2014-11-24,Standard Class,EB-13930139,Consumer,United Kingdom,Northern Europe,TEC-PH-5355,1908.18,3,0.0,820.44,253.26,High
ES-2013-JH1582048-41306,2013-02-01,2013-02-04,First Class,JH-1582048,Consumer,Germany,Western Europe,TEC-PH-5836,965.16,7,0.0,463.26,253.09,High
IT-2014-MV1748545-41717,2014-03-19,2014-03-19,Same Day,MV-1748545,Consumer,France,Western Europe,OFF-ST-4267,748.12,4,0.1,282.52,253.03,Critical
ES-2013-JW1595545-41354,2013-03-21,2013-03-23,Second Class,JW-1595545,Consumer,France,Western Europe,FUR-BO-5953,943.87,7,0.1,209.71,252.9,Critical
ES-2014-FM1421564-41804,2014-06-14,2014-06-16,First Class,FM-1421564,Corporate,Italy,Southern Europe,TEC-AC-3402,1552.5,6,0.0,62.1,252.17,Medium
IT-2015-TS21610139-42173,2015-06-18,2015-06-18,Same Day,TS-21610139,Consumer,United Kingdom,Northern Europe,OFF-AP-3576,1560.24,3,0.0,421.2,247.99,High
ES-2015-DJ1342045-42035,2015-01-31,2015-02-04,Standard Class,DJ-1342045,Corporate,France,Western Europe,TEC-MA-5547,2102.83,8,0.15,321.55,246.17,High
ES-2012-HK1489045-41216,2012-11-03,2012-11-05,Second Class,HK-1489045,Corporate,France,Western Europe,TEC-MA-5020,820.49,8,0.15,183.29,246.09,Critical
ES-2013-SH2063548-41516,2013-08-30,2013-09-02,Second Class,SH-2063548,Corporate,Germany,Western Europe,FUR-TA-5057,2794.25,5,0.35,515.75,245.86,Medium
ES-2014-SV2078545-41807,2014-06-17,2014-06-19,First Class,SV-2078545,Consumer,France,Western Europe,FUR-CH-5380,1242.54,3,0.1,345.15,245.83,High
ES-2012-LR1703548-41245,2012-12-02,2012-12-02,Same Day,LR-1703548,Corporate,Germany,Western Europe,TEC-PH-5269,3227.7,5,0.0,742.35,244.67,Medium
ES-2015-AF1087048-42169,2015-06-14,2015-06-17,Second Class,AF-1087048,Consumer,Germany,Western Europe,FUR-TA-3348,2291.84,7,0.35,-1128.44,244.3,High
RS-2012-AS285108-41137,2012-08-16,2012-08-18,First Class,AS-285108,Corporate,Russia,Eastern Europe,FUR-CH-4558,954.6,10,0.0,152.7,243.85,Critical
ES-2015-RW1954096-42222,2015-08-06,2015-08-06,Same Day,RW-1954096,Corporate,Norway,Northern Europe,TEC-CO-3596,1590.9,5,0.0,508.95,243.57,Medium
ES-2015-CK1276045-42312,2015-11-04,2015-11-07,First Class,CK-1276045,Corporate,France,Western Europe,TEC-MA-6140,765.46,3,0.15,-36.08,242.18,Critical
IT-2014-EB1384045-41706,2014-03-08,2014-03-08,Same Day,EB-1384045,Corporate,France,Western Europe,TEC-PH-3785,779.28,5,0.15,-0.12,241.34,Critical
ES-2014-SP2092064-41828,2014-07-08,2014-07-11,First Class,SP-2092064,Consumer,Italy,Southern Europe,OFF-AP-4743,3979.29,7,0.0,1989.54,240.17,Medium
IT-2015-JK1532545-42052,2015-02-17,2015-02-21,Standard Class,JK-1532545,Corporate,France,Western Europe,FUR-BO-3904,1630.8,5,0.1,18.0,239.69,High
LH-2013-RB943575-41424,2013-05-30,2013-06-02,First Class,RB-943575,Consumer,Lithuania,Northern Europe,TEC-PH-3805,1172.66,6,0.7,-1172.74,239.69,High
IT-2012-KN16390139-41268,2012-12-25,2012-12-30,Standard Class,KN-16390139,Corporate,United Kingdom,Northern Europe,FUR-TA-3759,3119.34,7,0.0,1528.38,238.03,Medium
ES-2015-HD1478548-42271,2015-09-24,2015-10-01,Standard Class,HD-1478548,Home Office,Germany,Western Europe,FUR-BO-3903,1964.25,6,0.1,21.69,237.78,Low
ES-2015-ME1732064-42253,2015-09-06,2015-09-06,Same Day,ME-1732064,Home Office,Italy,Southern Europe,FUR-BO-5951,1307.97,3,0.0,536.22,236.79,High
IT-2015-SW2027564-42277,2015-09-30,2015-10-02,First Class,SW-2027564,Consumer,Italy,Southern Europe,TEC-PH-5841,1145.23,3,0.4,-706.25,236.69,Critical
ES-2015-HM14860125-42368,2015-12-30,2016-01-02,First Class,HM-14860125,Corporate,Switzerland,Western Europe,TEC-CO-3685,1913.4,10,0.0,899.1,236.49,Critical
ES-2014-JM1525045-41835,2014-07-15,2014-07-18,Second Class,JM-1525045,Consumer,France,Western Europe,FUR-CH-5443,2958.98,7,0.1,953.27,236.23,Medium
ES-2015-CM1219045-42094,2015-03-31,2015-03-31,Same Day,CM-1219045,Consumer,France,Western Europe,FUR-BO-3889,2953.58,8,0.1,754.7,236.13,Medium
ES-2014-QJ1925564-41793,2014-06-03,2014-06-06,Second Class,QJ-1925564,Corporate,Italy,Southern Europe,OFF-AP-3574,2593.8,5,0.0,1141.2,236.06,High
ES-2015-CS118608-42292,2015-10-15,2015-10-17,Second Class,CS-118608,Consumer,Austria,Western Europe,TEC-CO-3587,1318.65,5,0.0,567.0,235.46,Critical
ES-2015-MT1807045-42176,2015-06-21,2015-06-22,First Class,MT-1807045,Home Office,France,Western Europe,FUR-BO-3902,656.86,2,0.1,94.84,234.96,Critical
ES-2015-JF15415139-42132,2015-05-08,2015-05-13,Second Class,JF-15415139,Consumer,United Kingdom,Northern Europe,TEC-CO-4790,2518.95,7,0.0,1032.57,234.85,Medium
ES-2014-ES14020120-41817,2014-06-27,2014-06-27,Same Day,ES-14020120,Consumer,Spain,Southern Europe,FUR-BO-3627,2476.08,6,0.0,1015.02,234.79,High
EN-2012-AB60042-40932,2012-01-24,2012-01-24,Same Day,AB-60042,Corporate,Estonia,Northern Europe,TEC-PH-3806,1302.78,2,0.0,286.56,234.73,Medium
ES-2014-EB13975139-41818,2014-06-28,2014-07-04,Standard Class,EB-13975139,Corporate,United Kingdom,Northern Europe,TEC-PH-3805,1954.44,3,0.0,781.74,234.61,Low
ES-2014-DB1306045-41928,2014-10-16,2014-10-18,First Class,DB-1306045,Consumer,France,Western Europe,TEC-MA-6150,1306.47,6,0.15,107.49,233.74,High
ES-2013-TC2098045-41588,2013-11-10,2013-11-13,First Class,TC-2098045,Corporate,France,Western Europe,FUR-TA-4692,2012.05,6,0.35,-1021.67,232.54,Medium
IT-2014-MY1738096-41794,2014-06-04,2014-06-08,Standard Class,MY-1738096,Corporate,Norway,Northern Europe,TEC-MA-4197,1533.15,5,0.0,505.8,231.35,High
ES-2015-DL13315139-42153,2015-05-29,2015-06-01,Second Class,DL-13315139,Consumer,United Kingdom,Northern Europe,FUR-TA-3432,1399.11,3,0.1,108.78,230.35,Critical
ES-2014-TH21235125-41814,2014-06-24,2014-07-01,Standard Class,TH-21235125,Corporate,Switzerland,Western Europe,TEC-CO-4593,3421.71,9,0.0,1060.56,230.04,Medium
ES-2013-SP2092048-41510,2013-08-24,2013-08-29,Standard Class,SP-2092048,Consumer,Germany,Western Europe,FUR-BO-3627,1857.06,5,0.1,639.51,228.78,High
ES-2015-PW19030139-42076,2015-03-13,2015-03-13,Same Day,PW-19030139,Corporate,United Kingdom,Northern Europe,FUR-BO-5960,788.4,4,0.0,291.6,228.13,Medium
ES-2014-BS1159045-41733,2014-04-04,2014-04-07,First Class,BS-1159045,Corporate,France,Western Europe,TEC-MA-4195,715.53,5,0.15,100.98,227.85,Critical
ES-2014-VP21760120-41990,2014-12-17,2014-12-17,Same Day,VP-21760120,Corporate,Spain,Southern Europe,OFF-AP-4506,2711.7,5,0.0,1220.25,226.25,High
ES-2015-EG13900139-42108,2015-04-14,2015-04-18,Standard Class,EG-13900139,Consumer,United Kingdom,Northern Europe,OFF-AP-3571,2111.97,7,0.0,190.05,225.84,Medium
RS-2015-TC11145108-42178,2015-06-23,2015-06-23,Same Day,TC-11145108,Corporate,Russia,Eastern Europe,TEC-PH-5836,827.28,6,0.0,397.08,224.64,High
ES-2013-CC1267064-41534,2013-09-17,2013-09-19,First Class,CC-1267064,Consumer,Italy,Southern Europe,TEC-MA-5017,803.52,5,0.4,-495.63,223.78,High
ES-2015-BG1103564-42251,2015-09-04,2015-09-08,Standard Class,BG-1103564,Consumer,Italy,Southern Europe,FUR-BO-4861,2927.28,8,0.0,146.16,223.41,Medium
ES-2013-BT11395139-41625,2013-12-17,2013-12-21,Standard Class,BT-11395139,Corporate,United Kingdom,Northern Europe,TEC-MA-5546,1248.84,4,0.0,249.72,221.58,High
IT-2015-MC1784545-42249,2015-09-02,2015-09-04,Second Class,MC-1784545,Consumer,France,Western Europe,OFF-ST-4078,1068.71,6,0.1,-0.13,220.97,High
PL-2012-TT11265103-41219,2012-11-06,2012-11-12,Standard Class,TT-11265103,Corporate,Poland,Eastern Europe,FUR-BO-5951,1743.96,4,0.0,714.96,220.39,Medium
IT-2015-DM1301564-42167,2015-06-12,2015-06-13,First Class,DM-1301564,Consumer,Italy,Southern Europe,TEC-MA-4199,925.02,5,0.4,-447.18,219.98,High
ES-2014-SS2041045-41999,2014-12-26,2015-01-01,Standard Class,SS-2041045,Consumer,France,Western Europe,TEC-CO-6000,2764.33,11,0.15,-195.44,219.19,Medium
EZ-2015-AG27032-42249,2015-09-02,2015-09-04,First Class,AG-27032,Consumer,Czech Republic,Eastern Europe,FUR-CH-4655,457.14,1,0.0,169.14,218.96,Critical
ES-2012-BW1120045-41085,2012-06-25,2012-06-27,First Class,BW-1120045,Consumer,France,Western Europe,FUR-BO-5787,704.05,2,0.1,312.91,218.81,Critical
IT-2015-FM1421545-42271,2015-09-24,2015-09-26,Second Class,FM-1421545,Corporate,France,Western Europe,OFF-AP-3570,1355.13,5,0.1,-60.27,218.75,High
ES-2014-AB1001545-41930,2014-10-18,2014-10-20,Second Class,AB-1001545,Consumer,France,Western Europe,TEC-CO-4785,632.04,6,0.15,7.26,216.8,Critical
ES-2013-RD1958514-41639,2013-12-31,2014-01-03,Second Class,RD-1958514,Consumer,Belgium,Western Europe,OFF-AP-4961,1583.82,3,0.0,126.63,215.73,Medium
ES-2013-AB10150120-41588,2013-11-10,2013-11-17,Standard Class,AB-10150120,Consumer,Spain,Southern Europe,TEC-MA-4199,2219.18,8,0.1,24.62,215.35,Medium
IT-2013-TS2143045-41346,2013-03-13,2013-03-15,Second Class,TS-2143045,Corporate,France,Western Europe,TEC-PH-3784,1257.46,8,0.15,-29.66,214.54,High
ES-2015-IG1508545-42032,2015-01-28,2015-02-04,Standard Class,IG-1508545,Consumer,France,Western Europe,FUR-BO-3901,977.02,3,0.1,271.33,214.21,Low
IT-2014-SP2086045-41956,2014-11-13,2014-11-18,Standard Class,SP-2086045,Corporate,France,Western Europe,FUR-CH-5774,2891.7,7,0.1,1188.81,214.13,Medium
ES-2012-MM1805548-41259,2012-12-16,2012-12-20,Standard Class,MM-1805548,Consumer,Germany,Western Europe,TEC-PH-5355,1908.18,3,0.0,820.44,212.94,Medium
UP-2013-NC8415137-41583,2013-11-05,2013-11-08,First Class,NC-8415137,Consumer,Ukraine,Eastern Europe,TEC-MA-4193,680.28,4,0.0,231.24,212.86,Critical
ES-2013-GR1456096-41280,2013-01-06,2013-01-09,First Class,GR-1456096,Corporate,Norway,Northern Europe,TEC-CO-4575,964.08,3,0.0,337.41,212.76,Medium
ES-2013-AY10555139-41430,2013-06-05,2013-06-11,Standard Class,AY-10555139,Corporate,United Kingdom,Northern Europe,TEC-CO-3708,1891.5,5,0.0,832.2,211.56,Medium
ES-2012-PJ19015139-41257,2012-12-14,2012-12-18,Standard Class,PJ-19015139,Consumer,United Kingdom,Northern Europe,FUR-BO-5761,1983.02,5,0.1,616.82,211.36,High
ES-2014-BV11245120-41688,2014-02-18,2014-02-25,Standard Class,BV-11245120,Corporate,Spain,Southern Europe,TEC-CO-3595,2879.82,9,0.0,1295.73,211.3,Medium
ES-2015-LW1682545-42258,2015-09-11,2015-09-12,First Class,LW-1682545,Corporate,France,Western Europe,FUR-TA-3350,1622.01,5,0.35,-623.94,211.17,High
ES-2014-BO1142545-41927,2014-10-15,2014-10-19,Standard Class,BO-1142545,Consumer,France,Western Europe,OFF-AP-3865,1503.68,6,0.1,284.0,211.16,High
ES-2015-KB1658548-42276,2015-09-29,2015-10-06,Standard Class,KB-1658548,Corporate,Germany,Western Europe,TEC-MA-4207,2088.24,8,0.0,83.52,210.59,Low
ES-2013-KN1639048-41352,2013-03-19,2013-03-19,Same Day,KN-1639048,Corporate,Germany,Western Europe,OFF-ST-5701,1527.12,8,0.1,474.96,209.96,High
IT-2014-KC1667548-41882,2014-08-31,2014-09-03,First Class,KC-1667548,Corporate,Germany,Western Europe,TEC-MA-5573,794.7,3,0.0,174.78,209.73,Critical
RS-2012-GZ4545108-41088,2012-06-28,2012-07-03,Standard Class,GZ-4545108,Corporate,Russia,Eastern Europe,FUR-BO-3626,3312.24,8,0.0,1622.88,209.36,Medium
ES-2014-AG1090045-41801,2014-06-11,2014-06-15,Standard Class,AG-1090045,Consumer,France,Western Europe,TEC-PH-5354,1622.18,3,0.15,324.38,208.39,High
ES-2013-AB10150139-41537,2013-09-20,2013-09-22,Second Class,AB-10150139,Consumer,United Kingdom,Northern Europe,TEC-MA-5007,1677.19,6,0.1,521.77,208.31,High
ES-2012-BP11185139-41252,2012-12-09,2012-12-12,First Class,BP-11185139,Corporate,United Kingdom,Northern Europe,OFF-AP-4730,554.53,2,0.1,-0.05,207.93,Critical
IT-2012-MP1817545-41040,2012-05-11,2012-05-13,First Class,MP-1817545,Home Office,France,Western Europe,FUR-TA-3780,627.28,2,0.35,-135.14,206.61,Critical
AL-2014-TT114602-41863,2014-08-12,2014-08-14,First Class,TT-114602,Home Office,Albania,Southern Europe,TEC-PH-3818,553.92,4,0.0,22.08,206.56,Critical
ES-2015-PS1876048-42179,2015-06-24,2015-06-30,Standard Class,PS-1876048,Consumer,Germany,Western Europe,TEC-PH-5269,3873.24,6,0.0,890.82,206.54,Medium
ES-2013-BE11335139-41340,2013-03-07,2013-03-12,Second Class,BE-11335139,Home Office,United Kingdom,Northern Europe,TEC-CO-3710,1893.3,5,0.0,927.6,205.01,Medium
ES-2015-BN11470139-42110,2015-04-16,2015-04-16,Same Day,BN-11470139,Corporate,United Kingdom,Northern Europe,TEC-CO-4571,777.24,4,0.0,170.88,205.01,Critical
IT-2012-MS17830139-41103,2012-07-13,2012-07-14,First Class,MS-17830139,Consumer,United Kingdom,Northern Europe,TEC-PH-3146,737.91,6,0.1,-8.37,204.65,Critical
IT-2014-JB1592548-41789,2014-05-30,2014-06-04,Standard Class,JB-1592548,Consumer,Germany,Western Europe,TEC-PH-5268,2570.76,4,0.0,976.8,204.64,Medium
ES-2014-TW21025139-41807,2014-06-17,2014-06-20,Second Class,TW-21025139,Home Office,United Kingdom,Northern Europe,TEC-CO-4776,1199.76,4,0.0,479.88,204.43,Medium
ES-2013-LR1691544-41537,2013-09-20,2013-09-25,Second Class,LR-1691544,Consumer,Finland,Northern Europe,OFF-AP-3875,2145.72,4,0.0,364.68,204.29,Medium
ES-2012-FO1430545-41141,2012-08-20,2012-08-20,Same Day,FO-1430545,Consumer,France,Western Europe,OFF-ST-6047,895.05,5,0.1,178.95,203.67,High
